YNA_NO,YNA_TTL,YNA_CN,YNA_YMD,YNA_WRTR_NM,disaster_type
736618,"음주운전 50대, 교통시설물 들이받아…따라오던 차와 2차 사고","음주운전 50대, 교통시설물 들이받아…따라오던 차와 2차 사고

    (광주=연합뉴스) 정다움 기자 = 광주 서부경찰서는 12일 음주운전을 하다가 교통사고를 낸 혐의(도로교통법 위반)로 A(54)씨를 불구속 입건했다.
    A씨는 전날 오후 9시 50분께 광주 서구 무진대로에서 술을 마신 채 렌터카를 운전한 혐의를 받고 있다.
    우회전하던 그는 도로 구분을 위한 교통시설물을 들이받은 뒤 멈춰 섰고, 뒤따라오던 스포츠유틸리티차(SUV)가 A씨의 렌터카를 들이받으며 2차 사고가 났다.
    현장에 출동한 경찰이 측정한 A씨의 혈중알코올농도는 면허취소 수치였다.
    daum@yna.co.kr
(끝)

",2024-01-12 08:43:56,연합뉴스,다중밀집건축물붕괴대형사고
736679,전북 익산시 주택서 밤에 불…노부부 숨진 채 발견,"전북 익산시 주택서 밤에 불…노부부 숨진 채 발견

    (익산=연합뉴스) 정경재 기자 = 전북 익산시 한 주택에서 난 불로 노부부가 숨져 경찰이 경위를 파악하고 있다.
    14일 전북소방본부와 전북경찰청 등에 따르면 전날 오후 10시 16분께 익산시 함라면 한 주택에서 불이 났다.
    신고를 받고 출동한 소방 당국이 50여분 만에 불을 껐으나 화재 현장에서 A(89)씨와 그의 아내(88)가 숨진 채 발견됐다.
    화재 피해액은 1천500여만원으로 추산됐다.
    경찰과 소방 당국은 목격자 등을 상대로 정확한 화재 원인 등을 조사하고 있다.
    jaya@yna.co.kr
(끝)

",2024-01-14 06:22:28,연합뉴스,기타
736901,경북 의성 돼지농장에 불…5천여 마리 소사,"경북 의성 돼지농장에 불…5천여 마리 소사

    (의성=연합뉴스) 김선형 기자 = 18일 오전 7시 10분께 경북 의성군 다인면 한 돼지농장에서 원인이 확인되지 않은 불이 났다.
    이 불로 돼지 5천140여 마리가 소사했다.
    불은 출동한 소방 당국에 의해 약 1시간 40분 만에 진화됐다.
    경찰과 소방 당국은 돼지농장 내 사육동에서 불길이 시작된 것으로 보고 정확한 화재 원인과 피해 내역을 조사 중이다.
    sunhyung@yna.co.kr
(끝)

",2024-01-18 11:32:08,연합뉴스,기타
736993,북마리아나제도 사이판 북쪽 바다서 규모 6.1 지진 발생,"북마리아나제도 사이판 북쪽 바다서 규모 6.1 지진 발생

    (서울=연합뉴스) 21일 0시 48분 41초(한국시간) 북마리아나제도 사이판 북쪽 364km 해역에서 규모 6.1의 지진이 발생했다고 기상청이 외국 관측 기관 등을 인용해 전했다.
    진앙은 북위 18.48도, 동경 145.57도이며 지진 발생 깊이는 195km다.
    weather_news@yna.co.kr
(끝)

",2024-01-21 01:13:14,연합뉴스,지진
737007,"도로에 누워있던 50대, 달리던 차에 깔려 숨져","도로에 누워있던 50대, 달리던 차에 깔려 숨져

    (서귀포=연합뉴스) 백나용 기자 = 도로에 누워있던 50대 남성이 달리던 차에 깔려 숨졌다.

    21일 제주 서귀포경찰서에 따르면 전날 오후 7시 40분께 서귀포시 안덕면 편도 1차로 도로에서 40대 여성 A씨가 몰던 승용차가 도로에 누워있던 50대 B씨를 깔고 지나갔다.
    이 사고로 B씨는 크게 다쳐 병원으로 이송됐지만 결국 숨졌다.
    A씨는 사고 당시 음주 상태는 아니었던 것으로 확인됐다.
    경찰은 운전자가 피해자를 미처 보지 못해 사고를 낸 것으로 보고 B씨가 도로에 누워있던 경위 등을 조사하고 있다.
    dragon.me@yna.co.kr
(끝)

",2024-01-21 09:42:20,연합뉴스,다중밀집건축물붕괴대형사고
737460,튀르키예 서부 이즈미르 부근 규모 5.0 지진,"튀르키예 서부 이즈미르 부근 규모 5.0 지진

    (이스탄불=연합뉴스) 김동호 특파원 = 27일(현지시간) 오전 8시 19분께 튀르키예 서부 이즈미르 부근 해안에서 규모 5.0의 지진이 발생했다고 유럽지중해지진센터(EMSC)가 밝혔다.
    진앙은 북위 37.96도, 동경 27.13도이며 진원 깊이는 12㎞다．
    지진이 난 곳은 에게해에 접한 튀르키예 서부 아이든주(州)의 도시 쿠샤다스에서 북쪽으로 15㎞ 떨어진 지점이다. 한국 기업이 다수 진출해 있는 이즈미르에서도 남쪽으로 불과 60∼70㎞ 거리에 있다.
    dk@yna.co.kr
(끝)

",2024-01-27 15:36:51,연합뉴스,지진
737464,청주서 60대 탄 패러글라이더 15m 높이 나무에 불시착,"청주서 60대 탄 패러글라이더 15m 높이 나무에 불시착

    (청주=연합뉴스) 김형우 기자 = 27일 오후 5시 9분께 청주시 상당구 용정동 김수녕양궁장 인근 야산에 패러글라이더를 탄 60대 남성이 약 15ｍ 높이의 나무에 매달려 있다는 신고가 소방당국에 접수됐다.

    현장에 출동한 119구조대는 만일의 사태에 대비, 나무 아래에 매트를 깔고 구조작업을 벌였다. 
    소방당국 관계자는 ""별다른 상처 없이 남성 스스로 나무를 붙잡고 내려왔으며 병원 이송도 거부해 1시간 만에 상황이 끝났다""며 ""것대산 활공장에서 출발했다가 불시착한 것으로 보인다""고 말했다. 

    vodcast@yna.co.kr
(끝)

",2024-01-27 19:12:12,연합뉴스,기타
736963,대전·세종·충남 흐리고 가끔 비·눈…최고기온 5∼8도,"대전·세종·충남 흐리고 가끔 비·눈…최고기온 5∼8도

    (대전=연합뉴스) 정윤덕 기자 = 대한인 20일 대전·세종·충남은 흐리고 가끔 비 또는 눈이 내리겠다.
    대전지방기상청은 21일까지 예상 강수량을 5㎜ 안팎으로 보고 있다.
    낮 최고기온은 대전 6도, 세종 7도, 홍성 6도 등 5∼8도로 19일보다 3도가량 낮겠다.
    서해 중부 바깥 먼바다에는 초속 8∼15ｍ의 강한 바람이 불고, 물결도 1.0∼3.5ｍ로 높게 일면서 풍랑특보가 발효될 가능성이 크다.
    대전기상청 관계자는 ""기온이 낮은 이면도로나 골목길, 그늘진 도로 등에 살얼음이 예상되니, 교통안전에 유의해 달라""며 ""당분간 순간 초속 15ｍ 내외로 매우 강한 바람이 부는 곳이 있겠으니, 시설물 관리와 안전사고에도 유의해 달라""고 당부했다. 
    cobra@yna.co.kr
(끝)

",2024-01-20 06:06:40,연합뉴스,다중밀집건축물붕괴대형사고
736919,"[게시판] 박윤주 식품의약품안전평가원장, 한약 제제 제조 현장 점검","[게시판] 박윤주 식품의약품안전평가원장, 한약 제제 제조 현장 점검

    ▲ 박윤주 식품의약품안전처 식품의약품안전평가원장은 18일 한약(생약) 제제 제조소인 전북 완주군 한풍제약을 방문해 규제 혁신 과제 추진 상황을 점검하고 업계 의견을 청취했다. 식약처는 지난해 발표한 '식의약 규제혁신 2.0'에 따라 탕약을 달이는 전통 제조 방법과 다르게 가압 추출 등 현대 기술로 제조한 한약(생약) 제제에 대한 심사 방안을 마련 중이다. 박 원장은 ""몸에 꼭 맞는 옷을 입어야 활동하기 편하듯 오랜 기간 전통적으로 복용해 온 한약 제제의 특성을 충분히 반영해 심사 체계 등 규제를 다듬어 나가겠다""며 ""제약업계도 현장의 경험을 바탕으로 발전적인 의견을 계속 제시해 달라""고 말했다. (서울=연합뉴스)
(끝)

",2024-01-18 17:16:22,연합뉴스,기타
736931,"세종서 소재 불분명 취학 대상 아동 9명 소재 파악…""모두 안전""","세종서 소재 불분명 취학 대상 아동 9명 소재 파악…""모두 안전""

    (세종=연합뉴스) 이은파 기자 = 세종시교육청은 올해 지역 초등학교 입학 예비소집에 불참한 아동 중 소재가 파악되지 않았던 9명의 소재와 안전을 모두 확인했다고 19일 밝혔다. 
    올해 취학 대상 아동 4천981명 중 예비소집에 불참한 아동은 3.7%인 186명이고, 이 중 9명은 소재가 불분명한 상태였다. 
    시 교육청은 가정방문과 행정정보 공동 이용 시스템 활용 등을 통해 이들의 소재를 모두 파악했고, 대부분 해외에 체류 중인 것을 확인했다.
    최교진 교육감은 ""소재가 불분명했던 취학 대상 아동의 안전과 소재가 모두 확인돼 다행""이라며 ""취학 대상 아동들이 학교에 잘 적응할 수 있도록 최선을 다해 돕겠다""고 말했다. 
    sw21@yna.co.kr
(끝)

",2024-01-19 09:13:29,연합뉴스,기타
735999,새해 첫날 술 마시고 운전 현직 경찰 적발,"새해 첫날 술 마시고 운전 현직 경찰 적발

    (광주=연합뉴스) 천정인 기자 = 새해 첫날 술을 마시고 운전대를 잡은 현직 경찰관이 적발됐다.
    광주 북부경찰서는 2일 음주운전을 한 혐의(도로교통법 위반)로 같은 경찰서 지구대 소속 A 경위를 불구속 입건했다.
    A 경위는 이날 오전 1시 30분께 광주 북구 신용동 한 도로에서 면허정지 수치인 혈중알코올농도 0.059％ 상태로 운전한 혐의다. 
    그는 신호 대기를 하던 중 잠이 들었다가 목격자의 신고로 적발됐다.
    경찰은 정확한 경위 조사와 함께 직위해제 여부 등을 검토 중이다.
    iny@yna.co.kr
(끝)

",2024-01-02 10:00:58,연합뉴스,기타
736311,일본 혼슈섬 서쪽 해안에서 규모 5.3 지진 발생,"일본 혼슈섬 서쪽 해안에서 규모 5.3 지진 발생

    (서울=연합뉴스) 6일 오전 5시 26분(한국시간) 일본 도야마현(혼슈) 도야마 북북서쪽 67km 지역에서 규모 5.3의 지진이 발생했다고 기상청이 외국 관측 기관 등을 인용해 전했다.
    진앙은 북위 37.20도, 동경 136.80도이며 지진 발생 깊이는 10km다.
    weather_news@yna.co.kr
(끝)

",2024-01-06 05:36:11,연합뉴스,지진
736322,부산 상가주택서 불…70대 여성 숨져,"부산 상가주택서 불…70대 여성 숨져

    (부산=연합뉴스) 차근호 기자 = 6일 오전 3시 56분께 부산 부산진구에 있는 한 상가주택에서 불이 났다.
    이 불로 이곳에 사는 70대 여성 1명이 숨졌고, 다른 거주자인 70대 여성은 밖으로 대피했다. 
    두 사람은 자매인 것으로 알려졌다.
    불은 소방서 추산 300여만원의 재산 피해를 낸 뒤 29분 만에 진화됐다.
    해당 상가주택은 주거를 겸용한 식당이었으나 현재는 주거 용도로만 사용되는 곳으로 알려졌다. 
    부산소방본부 관계자는 ""정확한 화재 원인은 합동 감식을 통해 밝힐 예정""이라고 말했다.
    ready@yna.co.kr
(끝)

",2024-01-06 09:32:11,연합뉴스,기타
736584,대구 달성군 신축공사장서 50대 인부 추락해 부상,"대구 달성군 신축공사장서 50대 인부 추락해 부상

    (대구=연합뉴스) 김용민 기자 = 11일 오전 10시 15분께 대구시 달성군 구지면 빌딩 신축 공사장에서 50대 인부 A씨가 지하 5ｍ 아래로 추락했다.
    이 사고로 A씨가 엉덩이 부위 등을 다쳐 병원 치료를 받고 있으며 생명에는 지장이 없는 것으로 알려졌다.
    경찰은 공사 책임자 등을 상대로 사고 경위를 조사 중이다.
    yongmin@yna.co.kr
(끝)

",2024-01-11 14:28:52,연합뉴스,다중밀집건축물붕괴대형사고
736303,고양서 전기 시내버스 인도로 돌진해 승객 등 10명 부상,"고양서 전기 시내버스 인도로 돌진해 승객 등 10명 부상

    (고양=연합뉴스) 심민규 기자 = 5일 오후 4시 40분께 경기 고양시 일산서구 대화동의 한 도로에서 전기 시내버스가 인도로 돌진해 가로등을 들이받았다.

    이 사고로 버스에 타고 있던 운전자와 승객 18명 중 10명이 다쳐 병원으로 이송됐다.
    다친 사람들은 생명에는 지장이 없는 것으로 파악됐다.
    다행히 사고 당시 인도에 보행자는 없었다.
    경찰과 소방 당국은 현장을 수습하는 대로 사고 경위를 조사할 방침이다.
    wildboar@yna.co.kr
(끝)

",2024-01-05 18:11:54,연합뉴스,다중밀집건축물붕괴대형사고
736069,"[속보] ＂日 하네다공항 화재 JAL 항공기, 홋카이도 출발 516편＂","[속보] ＂日 하네다공항 화재 JAL 항공기, 홋카이도 출발 516편＂
(끝)

",2024-01-02 18:24:19,연합뉴스,기타
736220,나주 혁신산단 전기장치 제조업체서 감전 사고,"나주 혁신산단 전기장치 제조업체서 감전 사고

    (나주=연합뉴스) 천정인 기자 = 4일 낮 12시 44분께 전남 나주시 혁신산단에 입주한 전기공급·제어장치 제조 업체에서 작업 중이던 A(37)씨가 감전됐다.
    이 사고로 A씨는 의식을 잃고 쓰러져 병원으로 이송돼 치료받고 있다.
    이송 과정에서 실시한 심폐소생술로 의식은 회복한 것으로 알려졌다. 
    소방당국은 정확한 사고 경위를 조사 중이다.
    iny@yna.co.kr
(끝)

",2024-01-04 15:02:44,연합뉴스,다중밀집건축물붕괴대형사고
736655,인천 송도국제도시서 시내버스·오토바이 충돌…1명 부상,"인천 송도국제도시서 시내버스·오토바이 충돌…1명 부상

    (인천=연합뉴스) 손현규 기자 = 인천 송도국제도시 교차로에서 시내버스와 오토바이가 충돌해 1명이 다쳤다. 
    13일 인천 연수경찰서 등에 따르면 전날 오후 11시 43분께 연수구 송도국제도시 사거리에서 시내버스와 오토바이가 충돌했다.
    이 사고로 오토바이 운전자인 A(48)씨가 다쳐 119구급대에 의해 병원으로 옮겨졌다. 
    경찰은 시내버스가 신호를 위반해 좌회전하다가 직진하는 오토바이와 부딪힌 것으로 보고 사고 경위를 조사하고 있다.
    경찰 관계자는 ""시내버스가 꼬리물기를 하다가 사고를 낸 것으로 보인다""며 ""당시 오토바이는 녹색 신호에 직진한 것으로 파악된다""고 말했다.
    son@yna.co.kr
(끝)

",2024-01-13 08:50:35,연합뉴스,다중밀집건축물붕괴대형사고
735950,일본 도야마현 도야마 북쪽 바다서 규모 7.4 지진,"일본 도야마현 도야마 북쪽 바다서 규모 7.4 지진

    (서울=연합뉴스) 1일 오후 4시 10분(한국시간) 일본 도야마현(혼슈) 도야마 북쪽 90km 해역에서 규모 7.4의 지진이 발생했다고 기상청이 외국 관측 기관 등을 인용해 전했다.
    진앙은 북위 37.50도, 동경 137.20도다.
    weather_news@yna.co.kr
(끝)

",2024-01-01 16:25:20,연합뉴스,지진
736345,인천 계양구 상가 전기실서 감전 사고…1명 심정지,"인천 계양구 상가 전기실서 감전 사고…1명 심정지

    (인천=연합뉴스) 신민재 기자 = 7일 오전 4시께 인천시 계양구 작전동 상가 건물 지하 1층 전기실에서 30대 남성 A씨가 쓰러져 있는 것을 소방대원들이 발견했다.
    A씨는 심정지 상태에서 병원으로 이송됐다.
    건물이 정전돼 화재 발생이 의심된다는 신고를 받고 출동한 소방 당국은 A씨가 전기실에서 감전된 것으로 보고 사고 경위를 조사하고 있다.
    smj@yna.co.kr
(끝)

",2024-01-07 09:15:49,연합뉴스,다중밀집건축물붕괴대형사고
736711,경부고속도로서 신갈분기점 부근서 버스 5중 추돌,"경부고속도로서 신갈분기점 부근서 버스 5중 추돌

    (용인=연합뉴스) 이영주 기자 = 15일 오전 7시 5분께 경기도 용인시 경부고속도로 부산 방면 394㎞ 신갈분기점 부근에서 M버스(광역급행버스)와 통근버스 등 5중 추돌 사고가 발생했다. 
    신고받고 현장에 출동한 소방은 오전 7시29분 다수사상자 시스템을 가동한 뒤, 오전 7시54분 대체버스로 경상자 30명을 동탄한림대병원으로 이송했다. 
    경찰과 소방 당국은 정확한 인명 피해 규모를 파악 중이다. 
    경찰은 5개 차선 중 상위 1·2 차선을 통제하고 사고 현장을 수습 중이다.
    경찰 관계자는 ""중상자는 없는 것으로 파악됐다""며 ""정확한 사고 경위는 확인 중""이라고 말했다. 

    young86@yna.co.kr
(끝)

",2024-01-15 09:04:05,연합뉴스,지진
736720,'얼음 깨고 잠수해 인명 구조'…경기북부소방본부 겨울철 훈련,"'얼음 깨고 잠수해 인명 구조'…경기북부소방본부 겨울철 훈련

    (의정부=연합뉴스) 최재훈 기자 = 경기도 북부소방재난본부는 오는 16일부터 3일간 겨울철 수난사고 대비 훈련을 한다고 15일 밝혔다.

    양주시 원당저수지에서 실시하는 훈련에는 관내 11개 소방서 구조대원 90여명이 참가해 얼음 아래로 잠수해 들어가 인명을 구조하는 수중 수색 훈련과 얼음 위에 있는 요구조자를 구하는 빙상 구조 훈련 등을 할 예정이다. 

    소방 관계자는 ""경기 북부에는 한탄강이나 임진강, 북한강 등 큰 강과 하천이 있고 동계 행사도 많이 열리는 만큼 철저한 구조 훈련으로 도민 안전 확보에 주력하겠다""고 밝혔다
    jhch793@yna.co.kr
(끝)

",2024-01-15 10:55:30,연합뉴스,다중밀집건축물붕괴대형사고
736721,"대구교육청, 학교급식시설 개선·교체에 290억원 투입","대구교육청, 학교급식시설 개선·교체에 290억원 투입

    (대구=연합뉴스) 이강일 기자 = 대구시교육청은 안전하고 쾌적한 급식환경 조성을 위해 올해 모두 290억원의 예산을 투입한다고 15일 밝혔다.
    급식실 환경 개선 사업은 급식시설 개선, 급식기구 교체, 소규모 개선 등 3개 분야로 나눠 진행한다.
    급식시설 개선 사업은 급식실 설치 후 10년 이상 지난 학교나 학생 수 증가로 급식소 및 식당 증축이 필요한 19개 학교를 대상으로 하고 213억원을 투입한다.
    급식기구 교체 사업은 낡고 오래된 급식시설을 해썹(HACCP·식품안전관리인증기준) 기준에 맞게 재배치하거나 전기식·자동화 급식시스템을 구축하는 사업으로 12개 학교를 대상으로 33억원을 투입한다.
    소규모 개선 사업은 안전사고 예방 등을 위해 물품·시설 등을 교체하거나 요청할 경우 현장 실사 뒤 신속하게 지원하는 것으로 44억원이 들어간다.
    대구교육청 관계자는 ""학생과 조리 종사자 모두에게 안전하고 편리한 급식환경이 되도록 급식시설을 개선해 나갈 방침이다""고 말했다.
    leeki@yna.co.kr
(끝)

",2024-01-15 11:06:18,연합뉴스,지진
736137,"오대산월정사, 평창 가스폭발 피해 주민들 위해 1천만원 성금","오대산월정사, 평창 가스폭발 피해 주민들 위해 1천만원 성금

    (평창=연합뉴스) 이재현 기자 = 대한불교조계종 제4교구 본사 오대산 월정사(주지 정념 스님)는 장평리 LPG 충전소 가스폭발 사고 피해 주민을 위해 성금 1천만원을 기탁했다.

    정념 스님은 3일 ""갑작스러운 사고로 주거지를 잃은 이웃 주민을 위해 마련한 성금""이라며 ""피해 주민들에게 조금이나마 힘이 됐으면 한다""고 뜻을 전했다.
    심재국 평창군수는 ""어려운 이웃을 생각하고 도움의 손길을 내밀어 주신 월정사에 감사드린다""며 ""화재 피해 가구가 조속한 복구가 될 수 있도록 지원하겠다""고 말했다.
    군은 기탁받은 1천만원을 사회복지공동모금회를 통해 화재 가구에 전달한다.
    jlee@yna.co.kr
(끝)

",2024-01-03 15:33:13,연합뉴스,다중밀집건축물붕괴대형사고
736244,"""종업원이 불친절해서…"" 다방에 불 지른 50대 구속기소","""종업원이 불친절해서…"" 다방에 불 지른 50대 구속기소

    (공주=연합뉴스) 이주형 기자 = 종업원이 불친절하다는 이유로 다방에 불을 지른 50대 남성이 구속돼 재판에 넘겨졌다. 
    대전지검 공주지청은 50대 A씨를 현주건조물방화 혐의로 구속기소했다고 4일 밝혔다. 
    A씨는 지난해 12월 20일 오후 5시 53분께 공주시 유구읍의 한 다방에 불을 지른 혐의로 기소됐다.
    손님으로 방문한 A씨는 라이터로 소파에 불을 붙였고 불이 커지자 경찰에 자진 신고했다.
    이 불로 인명피해는 없었지만, 2층 상가건물 1층에 입점한 다방 내부가 모두 타고 건물 일부도 피해를 입었다.
    A씨는 경찰 조사에서 ""다방 직원이 친절하게 응대하지 않아 홧김에 불을 질렀다""고 진술했다.
    coolee@yna.co.kr
(끝)

",2024-01-04 17:28:38,연합뉴스,기타
736245,"경기북부경찰, 목요일 대낮 2시간 음주단속해 3명 적발","경기북부경찰, 목요일 대낮 2시간 음주단속해 3명 적발

    (의정부=연합뉴스) 심민규 기자 = 경기북부경찰청은 4일 오후 2시부터 2시간 동안 식당가·유흥가와 스쿨존, 고속도로IC에서 음주단속을 해 3건을 적발했다고 밝혔다.

    적발된 음주 운전자 3명 모두 운전면허 정지 수치인 0.03∼0.08%이었으며, 가장 높은 수치는 0.046%였다. 
    이날 단속에는 경기북부경찰 고속도로 순찰대와 관내 13개 경찰서 소속 경찰관 186명, 순찰차 37대가 동원됐다.
    경찰 관계자는 ""새해를 맞이해 음주운전 엄단에 대한 강력한 메시지 전달과 함께 연초에 다소 느슨해질 수 있는 음주운전 분위기를 제압하기 위해 단속을 진행했다""고 말했다.
    wildboar@yna.co.kr
(끝)

",2024-01-04 17:32:58,연합뉴스,기타
735938,부산서 해돋이 보고 빙판길 하산하던 50대 부상…헬기 투입 구조,"부산서 해돋이 보고 빙판길 하산하던 50대 부상…헬기 투입 구조

    (부산=연합뉴스) 박성제 기자 = 1일 오전 8시 6분께 부산 강서구 연대봉에서 50대 여성 등산객 A씨가 미끄러져 다리를 다쳤다.
    A씨는 새해를 맞아 해돋이를 본 뒤 하산하던 중 얼어있던 땅에 미끄러졌다.
    소방당국은 소방 헬기를 투입해 A씨를 구조했다.
    A씨는 병원으로 옮겨져 치료를 받고 있다.
    psj19@yna.co.kr
(끝)

",2024-01-01 11:42:52,연합뉴스,기타
736348,정선 가정집서 일산화탄소 중독사고…일가족 3명 병원 이송,"정선 가정집서 일산화탄소 중독사고…일가족 3명 병원 이송

     (정선=연합뉴스) 양지웅 기자 = 지난 6일 오후 7시 45분께 강원 정선군 화암면 석곡리 한 가정집에서 일산화탄소 중독 사고가 발생해 60대 남성 A씨 등 일가족 3명이 병원으로 이송됐다.
    이들은 거실에서 숯불을 이용해 1시간가량 고기를 구워 먹던 중 어지러움, 호흡 곤란, 구토 등 증세를 보였으나 생명에는 지장이 없는 것으로 조사됐다.
    소방 당국은 7일 ""일산화탄소는 무색, 무취로 위험을 미리 알아차리기가 쉽지 않다""며 ""한순간의 부주의가 큰 인명피해로 이어질 수 있는 만큼 화기 사용을 각별히 유의해달라""고 당부했다.
    yangdoo@yna.co.kr
(끝)

",2024-01-07 10:11:55,연합뉴스,다중밀집건축물붕괴대형사고
737020,울진 상가 공사장 낙하물 사고…근로자 1명 심정지 이송,"울진 상가 공사장 낙하물 사고…근로자 1명 심정지 이송

    (대구=연합뉴스) 한무선 기자 = 21일 오후 1시 21분께 경북 울진군 후포면 후포리 3층 상가건물 신축 공사장에서 40대 근로자가 위쪽에서 떨어진 건축자재에 머리를 맞아 심정지 상태로 병원으로 이송됐다.

    경찰과 소방 당국은 공사 관계자들을 상대로 정확한 사고 경위를 조사하고 있다.
    mshan@yna.co.kr
(끝)

",2024-01-21 15:21:07,연합뉴스,다중밀집건축물붕괴대형사고
737107,경북 울진 광산서 굴착 작업하던 근로자 2명 사상(종합),"경북 울진 광산서 굴착 작업하던 근로자 2명 사상(종합)



    (울진=연합뉴스) 윤관식 기자 = 22일 오후 6시 44분께 경북 울진 금강송면 한 광산에서 굴착작업 중에 사고가 발생했다는 신고가 접수됐다.
    울진군 등에 따르면 이 사고로 굴착 작업을 하던 50대 남성 A씨가 심정지 상태로 병원으로 이송됐으나 숨졌다. 또다른 근로자 60대 남성 B씨는 저체온증 등 부상을 입었다.
    울진군 관계자는 ""막장 갱도에서 채굴작업을 하다가 굴착기가 폐 갱도를 건드리며 수맥이 터져 사고가 발생한 것으로 파악하고 있다""고 말했다.
    경찰은 정확학 사고 원인을 조사하고 있다.
    psik@yna.co.kr
(끝)

",2024-01-22 22:37:47,연합뉴스,다중밀집건축물붕괴대형사고
736004,"의왕시, 골목길 등 범죄취약지역에 CCTV 689대 확충","의왕시, 골목길 등 범죄취약지역에 CCTV 689대 확충

    (의왕=연합뉴스) 최종호 기자 = 경기 의왕시는 시민 안전과 재산 보호를 위해 관내 180곳에 고화질 폐쇄회로TV(CCTV) 689대를 새로 설치했다고 2일 밝혔다.

    이번 CCTV 확충은 의왕경찰서와 의왕소방서 측 의견을 토대로 빅데이터 분석을 통해 선정한 골목길 등 범죄취약지역과 민원 다수 발생 지역을 대상으로 이뤄졌다.
    시 예산은 77억원이 투입됐다.
    현재 시는 관내 768개소에서 2천618대의 CCTV를 운영하고 있다.
    김성제 의왕시장은 ""확대 설치한 CCTV를 통해 범죄취약지역을 개선하고 치안 인프라를 강화할 수 있게 됐다""며 ""지속해서 방범 및 지능형 CCTV를 확충해 시민이 안전한 의왕시를 만들겠다""고 말했다.
    zorba@yna.co.kr
(끝)

",2024-01-02 10:52:37,연합뉴스,기타
736046,[2보] 군포 산본동 아파트 9층서 불…주민 1명 숨져,"[2보] 군포 산본동 아파트 9층서 불…주민 1명 숨져

    (군포=연합뉴스) 권준우 기자 = 2일 오전 7시 15분께 경기 군포시 산본동의 한 아파트 9층에서 불이 났다.
    이 불로 주민 1명이 크게 다쳐 병원으로 옮겨졌으나 결국 숨졌다.

    숨진 주민은 불이 난 가구 거주자인 것으로 파악됐다.
    경찰과 소방당국은 불을 모두 끄는 대로 정확한 화재 원인을 조사할 계획이다.
    stop@yna.co.kr
(끝)

",2024-01-02 14:41:26,연합뉴스,기타
736065,부안 하왕등도 인근 해상서 선원 1명 숨져,"부안 하왕등도 인근 해상서 선원 1명 숨져



    (부안=연합뉴스) 나보배 기자 = 2일 오후 2시 30분께 전북 부안군 위도면 하왕등도 인근 해상 선박에서 50대 선원 A씨가 쓰러져 병원으로 이송됐으나 숨졌다.
    그는 '선원 한 명이 갑자기 쓰러져 호흡 곤란 증상을 보인다'는 신고를 받고 출동한 해경 등에 의해 병원으로 옮겨졌으나 숨졌다.
    당시 A씨는 조업한 뒤 어선에서 잠시 휴식하고 있었던 것으로 파악됐다.
    해경은 목격자 등을 상대로 정확한 사망 원인을 조사하고 있다.
    warm@yna.co.kr
(끝)

",2024-01-02 18:14:19,연합뉴스,해양선박사고
736066,"日 하네다공항서 JAL 항공기에 화재…NHK ""진화 중""","日 하네다공항서 JAL 항공기에 화재…NHK ""진화 중""

    (도쿄=연합뉴스) 경수현 특파원 = 2일 오후 일본 하네다 공항 활주로에 계류 중이던 일본항공(JAL) 소속 항공기에서 화재가 발생했다.
    현지 공영방송인 NHK의 보도 영상을 보면 이 항공기 엔진 부분에서 불이 붙어 소방대원들이 현재 진화 작업 중이다.
    항공기 안에 탑승자가 있는지 여부는 아직 확인되지 않은 상태다. 
    evan@yna.co.kr
(끝)

",2024-01-02 18:14:48,연합뉴스,기타
736067,서울 용산구 여관서 불 나 60대 남성 병원 이송,"서울 용산구 여관서 불 나 60대 남성 병원 이송

    (서울=연합뉴스) 최원정 기자 = 2일 오후 4시 17분께 서울 용산구 청파동 3층짜리 여관의 3층 객실에서 불이 나 60대 남성 1명이 병원으로 이송되고 2명이 스스로 대피했다.
    소방당국은 소방관 등 86명과 소방차 등 25대를 동원해 약 20분 뒤인 오후 4시 36분께 불을 완전히 껐다. 
    경찰과 소방당국은 정확한 화재 원인을 조사하고 있다.
    away777@yna.co.kr
(끝)

",2024-01-02 18:18:50,연합뉴스,기타
736068,"[속보] JAL 항공기, 日 하네다공항 착륙 도중 화재 발생","[속보] JAL 항공기, 日 하네다공항 착륙 도중 화재 발생


(끝)

",2024-01-02 18:22:20,연합뉴스,기타
736276,"이상호 삼척시 중대재해대응팀장, 국무총리 표창 등 잇단 수상","이상호 삼척시 중대재해대응팀장, 국무총리 표창 등 잇단 수상

    (삼척=연합뉴스) 배연호 기자 = 강원 삼척시는 이상호 재난안전과 중대재해대응팀장이 산재 감축 유공 분야에서 산업재해 예방에 기여한 공로로 국무총리 표창과 고용노동부 장관 표창을 잇달아 받았다고 5일 밝혔다.
    이 팀장은 안전보건 관리체계 조기 구축, 안전 예방 활동 등 산업안전 관련 업무를 적극적으로 펼쳐왔다.
    이 팀장은 ""귀한 상을 받게 되어 영광이다""며 ""산재 예방을 위해 앞으로도 성심을 다해 일하겠다""고 말했다.
    byh@yna.co.kr
(끝)

",2024-01-05 10:50:20,연합뉴스,기타
